is_val_error,reg,stepSize,lastKDays,kout,kin,time_ix,hy_ix,rmse,mae
False,XGBRegressor,2,1,3,-1,0,12,10.66978684737127,9.424780489218358
False,XGBRegressor,2,1,3,-1,2,12,14.046753029255305,11.756476718331305
False,XGBRegressor,2,1,3,-1,4,12,14.75977013426598,14.089332741461297
False,XGBRegressor,2,1,3,-1,6,12,11.427241300932245,10.288639241998851
False,XGBRegressor,2,1,3,-1,8,12,5.84017777420294,4.0936681959364165
False,XGBRegressor,2,1,3,-1,10,12,7.256199449606058,4.633268128205406
False,XGBRegressor,2,1,3,-1,12,12,5.278810232361049,3.810906183840047
False,XGBRegressor,2,1,3,-1,14,12,7.678736941284356,7.172204589843751
False,XGBRegressor,2,1,3,-1,16,12,8.282977470102471,6.036606470743813
False,XGBRegressor,2,1,3,-1,18,12,7.8008908226033595,5.827966524207071
False,XGBRegressor,2,1,3,-1,20,12,8.239024618083208,7.12362628512912
False,XGBRegressor,2,1,3,-1,22,12,5.50077599371175,4.482686360677083
False,XGBRegressor,2,1,3,-1,24,12,6.929504078268807,6.0190260145399295
False,XGBRegressor,2,1,3,-1,26,12,9.883332123441276,9.07707373301188
False,XGBRegressor,2,1,3,-1,28,12,19.027497402450006,10.80917590880916
False,XGBRegressor,2,1,3,-1,30,12,3.373894530966002,2.7416857401529895
False,XGBRegressor,2,1,3,-1,32,12,5.672814477198878,5.401847628038084
False,XGBRegressor,2,1,3,-1,34,12,4.675933203017674,3.245139461194878
False,XGBRegressor,2,1,3,-1,36,12,4.4324563397430605,3.5512655840979686
False,XGBRegressor,2,1,3,-1,38,12,5.371046677280874,4.1198333496056865
False,XGBRegressor,2,1,3,-1,40,12,4.982601181948069,4.6130058500501825
False,XGBRegressor,2,1,3,-1,42,12,8.002457774397183,6.660614268011476
False,XGBRegressor,2,1,3,-1,44,12,10.969879649562989,7.986933097454035
False,XGBRegressor,2,1,3,-1,46,12,12.866118200068717,10.089823110092102
False,XGBRegressor,2,1,3,-1,48,12,8.821399269596947,7.914294009738495
False,XGBRegressor,2,1,3,-1,50,12,7.373626833990457,6.498110568046987
False,XGBRegressor,2,1,3,-1,52,12,7.620506143192826,5.487521188741822
False,XGBRegressor,2,1,3,-1,54,12,9.70145979079353,8.440625315964809
False,XGBRegressor,2,1,3,-1,56,12,7.3673397809631584,5.154074995989963
False,XGBRegressor,2,1,3,-1,58,12,9.920177429198663,8.458218786451548
False,XGBRegressor,2,1,3,-1,60,12,19.24655635097106,17.305926999735057
False,XGBRegressor,2,1,3,-1,62,12,13.70647921527007,12.157351576679892
False,XGBRegressor,2,1,3,-1,64,12,20.452317433497438,17.345299614800336
False,XGBRegressor,2,1,3,-1,66,12,34.67414381227766,21.987158599169984
False,XGBRegressor,2,1,3,-1,68,12,12.480148101526412,8.694609707477047
False,XGBRegressor,2,1,3,-1,70,12,5.632116565726734,4.39245335261027
False,XGBRegressor,2,1,3,-1,72,12,18.157274497794774,11.081293373292198
False,XGBRegressor,2,1,3,-1,74,12,13.957365887587605,11.430407437411224
False,XGBRegressor,2,1,3,-1,76,12,11.216057002508244,8.561550564236109
False,XGBRegressor,2,1,3,-1,78,12,3.856797012202599,2.535188306356975
False,XGBRegressor,2,1,3,-1,80,12,8.174349360759486,6.211458216707321
False,XGBRegressor,2,1,3,-1,82,12,12.46020667165769,10.577200067425489
False,XGBRegressor,2,1,3,-1,84,12,9.126707607650516,8.039312150743276
False,XGBRegressor,2,1,3,-1,86,12,15.400874769597984,11.210769961578686
False,XGBRegressor,2,1,3,-1,88,12,70.54665930741596,36.08589864877553
False,XGBRegressor,2,1,3,-1,90,12,1.6145769540935544,1.4405466715494697
