is_val_error,reg,stepSize,lastKDays,kout,kin,time_ix,hy_ix,rmse,mae
False,XGBRegressor,2,1,3,-1,0,12,10.66978684737127,9.424780489218358
False,XGBRegressor,2,1,3,-1,2,12,14.046753029255305,11.756476718331305
False,XGBRegressor,2,1,3,-1,4,12,14.75977013426598,14.089332741461297
False,XGBRegressor,2,1,3,-1,6,12,11.427241300932245,10.288639241998851
False,XGBRegressor,2,1,3,-1,8,12,5.84017777420294,4.0936681959364165
False,XGBRegressor,2,1,3,-1,10,12,7.256199449606058,4.633268128205406
False,XGBRegressor,2,1,3,-1,12,12,5.278810232361049,3.810906183840047
False,XGBRegressor,2,1,3,-1,14,12,7.678736941284356,7.172204589843751
False,XGBRegressor,2,1,3,-1,16,12,8.282977470102471,6.036606470743813
False,XGBRegressor,2,1,3,-1,18,12,7.8008908226033595,5.827966524207071
False,XGBRegressor,2,1,3,-1,20,12,8.239024618083208,7.12362628512912
False,XGBRegressor,2,1,3,-1,22,12,5.50077599371175,4.482686360677083
False,XGBRegressor,2,1,3,-1,24,12,6.929504078268807,6.0190260145399295
False,XGBRegressor,2,1,3,-1,26,12,9.883332123441276,9.07707373301188
False,XGBRegressor,2,1,3,-1,28,12,19.027497402450006,10.80917590880916
False,XGBRegressor,2,1,3,-1,30,12,3.373894530966002,2.7416857401529895
False,XGBRegressor,2,1,3,-1,32,12,5.672814477198878,5.401847628038084
False,XGBRegressor,2,1,3,-1,34,12,4.675933203017674,3.245139461194878
False,XGBRegressor,2,1,3,-1,36,12,4.4324563397430605,3.5512655840979686
False,XGBRegressor,2,1,3,-1,38,12,5.371046677280874,4.1198333496056865
False,XGBRegressor,2,1,3,-1,40,12,4.982601181948069,4.6130058500501825
False,XGBRegressor,2,1,3,-1,42,12,8.002457774397183,6.660614268011476
False,XGBRegressor,2,1,3,-1,44,12,10.969879649562989,7.986933097454035
False,XGBRegressor,2,1,3,-1,46,12,12.866118200068717,10.089823110092102
False,XGBRegressor,2,1,3,-1,48,12,8.821399269596947,7.914294009738495
False,XGBRegressor,2,1,3,-1,50,12,7.373626833990457,6.498110568046987
False,XGBRegressor,2,1,3,-1,52,12,7.620506143192826,5.487521188741822
False,XGBRegressor,2,1,3,-1,54,12,9.70145979079353,8.440625315964809
False,XGBRegressor,2,1,3,-1,56,12,7.3673397809631584,5.154074995989963
False,XGBRegressor,2,1,3,-1,58,12,9.920177429198663,8.458218786451548
False,XGBRegressor,2,1,3,-1,60,12,19.24655635097106,17.305926999735057
False,XGBRegressor,2,1,3,-1,62,12,13.70647921527007,12.157351576679892
False,XGBRegressor,2,1,3,-1,64,12,20.452317433497438,17.345299614800336
False,XGBRegressor,2,1,3,-1,66,12,34.67414381227766,21.987158599169984
False,XGBRegressor,2,1,3,-1,68,12,12.480148101526412,8.694609707477047
False,XGBRegressor,2,1,3,-1,70,12,5.632116565726734,4.39245335261027
False,XGBRegressor,2,1,3,-1,72,12,18.157274497794774,11.081293373292198
False,XGBRegressor,2,1,3,-1,74,12,13.957365887587605,11.430407437411224
False,XGBRegressor,2,1,3,-1,76,12,11.216057002508244,8.561550564236109
False,XGBRegressor,2,1,3,-1,78,12,3.856797012202599,2.535188306356975
False,XGBRegressor,2,1,3,-1,80,12,8.174349360759486,6.211458216707321
False,XGBRegressor,2,1,3,-1,82,12,12.46020667165769,10.577200067425489
False,XGBRegressor,2,1,3,-1,84,12,9.126707607650516,8.039312150743276
False,XGBRegressor,2,1,3,-1,86,12,15.400874769597984,11.210769961578686
False,XGBRegressor,2,1,3,-1,88,12,70.54665930741596,36.08589864877553
False,XGBRegressor,2,1,3,-1,90,12,1.6145769540935544,1.4405466715494697
False,XGBRegressor,2,1,3,-1,92,12,18.229116437052948,15.518565495808915
False,XGBRegressor,2,1,3,-1,94,12,2.539043544500384,2.437720616658524
False,XGBRegressor,2,1,3,-1,96,12,6.654202522654895,4.9274482553296455
False,XGBRegressor,2,1,3,-1,98,12,7.993324361377403,6.573947652180988
False,XGBRegressor,2,1,3,-1,100,12,6.559030739301176,4.162204432833022
False,XGBRegressor,2,1,3,-1,102,12,6.833047473816239,5.571950403849284
False,XGBRegressor,2,1,3,-1,104,12,9.988682183860726,7.994146982828777
False,XGBRegressor,2,1,3,-1,106,12,8.777253976308815,6.456035291515112
False,XGBRegressor,2,1,3,-1,108,12,15.322097481416149,8.731643961561742
False,XGBRegressor,2,1,3,-1,110,12,5.337786285193364,4.142182922363287
False,XGBRegressor,2,1,3,-1,112,12,3.97869393492691,3.0654267628987633
False,XGBRegressor,2,1,3,-1,114,12,4.1890856720197,3.60900764465332
False,XGBRegressor,2,1,3,-1,116,12,2.0611962813770517,1.9190639551135031
False,XGBRegressor,2,1,3,-1,118,12,10.122892169184677,9.0654588782269
False,XGBRegressor,2,1,3,-1,120,12,13.056070191844594,12.627943327932647
False,XGBRegressor,2,1,3,-1,122,12,4.077284258174652,3.6048034562004947
False,XGBRegressor,2,1,3,-1,124,12,9.734266150136857,6.737335417005741
False,XGBRegressor,2,1,3,-1,126,12,12.8260899900098,9.517829047309027
False,XGBRegressor,2,1,3,-1,128,12,4.132053135883105,3.2668776438850853
False,XGBRegressor,2,1,3,-1,130,12,8.122597384853615,6.86843638949924
False,XGBRegressor,2,1,3,-1,132,12,6.110910440739734,4.927720387776692
False,XGBRegressor,2,1,3,-1,134,12,4.2031946932353845,3.2990938325517347
False,XGBRegressor,2,1,3,-1,136,12,5.090825865813566,4.136069426062517
False,XGBRegressor,2,1,3,-1,138,12,5.697879284892201,5.00730054340666
False,XGBRegressor,2,1,3,-1,140,12,8.414534465762385,6.342416374464544
False,XGBRegressor,2,1,3,-1,142,12,8.474327724840164,6.5740294683547225
False,XGBRegressor,2,1,3,-1,144,12,5.296932514846322,5.013857366168305
False,XGBRegressor,2,1,3,-1,146,12,8.226011952981667,7.457405114025803
False,XGBRegressor,2,1,3,-1,148,12,8.014550713956808,6.0919574352225885
False,XGBRegressor,2,1,3,-1,150,12,9.45000472335094,7.399820274316169
False,XGBRegressor,2,1,3,-1,152,12,20.74160390206047,16.533129374186206
False,XGBRegressor,2,1,3,-1,154,12,6.59074511267932,5.492636474180014
False,XGBRegressor,2,1,3,-1,156,12,23.21589937659621,19.82294167412651
False,XGBRegressor,2,1,3,-1,158,12,53.696660363334836,48.29693685271102
False,XGBRegressor,2,1,3,-1,160,12,52.502136611429634,44.730571774349244
False,XGBRegressor,2,1,3,-1,162,12,4.658376286687222,4.192545252260954
False,XGBRegressor,2,1,3,-1,164,12,37.42163545392212,24.505283777725293
False,XGBRegressor,2,1,3,-1,166,12,14.27972292087315,10.87665730706197
False,XGBRegressor,2,1,3,-1,168,12,27.55455554382432,22.656536047009453
False,XGBRegressor,2,1,3,-1,170,12,15.648410068234565,12.300937260563664
False,XGBRegressor,2,1,3,-1,172,12,17.98920827324329,16.373809459956007
False,XGBRegressor,2,1,3,-1,174,12,42.291661860833614,33.211732505024344
False,XGBRegressor,2,1,3,-1,176,12,2.8749638728866893,2.2929587682088215
False,XGBRegressor,2,1,3,-1,178,12,9.23713279901295,7.829243090633781
False,XGBRegressor,2,1,3,-1,180,12,24.781749705338704,20.739738132642657
False,XGBRegressor,2,1,3,-1,182,12,2.722636818986842,2.283697022332086
False,XGBRegressor,2,1,3,-1,184,12,17.597491414073197,15.643393826301756
